,resto,review_rating,review_text,review_link,source
10,BOKAN 38 Bar & 39 Rooftop,5,"This was my first time visiting the Bokan having seen/heard many positive comments. My initial perception of the place was that it seemed very cool and modern which was followed by a vibrant atmosphere. I was lucky enough to find a window table which showcased just how amazing London is and how the Bokan Bar rooftop bar is truly a picturesque setting. The staff were friendly, in particular a guy named Breno who was highly attentive and provided a personable service. We were one of, if not the last persons to leave the bar and he ensured our glass was always full until the minute we left. Thanks Breno for your fantastic service and thank you Bokan for offering such a fantastic place to enjoy drinks in London. I will be returning. 100% recommended. My only feedback would be to extend opening hours.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r731906126-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
11,BOKAN 38 Bar & 39 Rooftop,2,We visited the bar in December 2019. Waiting for a long time to be seated. Very nice views of London. Staff tends to ignore you. Cocktails served in different types of glasses. We did not enjoy the food in the restaurant.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r735164769-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
12,BOKAN 38 Bar & 39 Rooftop,3,Stayed in Novotel. Used Boken bar on 38th floor and rooftop. £9.50 for glass of Prosseco and £3 for bottle of Coke plus 12.5% service charge even if you order at the bar ! Open to non residents. Worth going once (sunset) to catch the views over London. Restaurant and food not used. SX,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r724684511-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
13,BOKAN 38 Bar & 39 Rooftop,2,"This wasn’t my first time at Bokan’s but this time was disappointing. Apart from the warm greeting by Constantine at our arrival and the spectacular views of London, the service, especially from one waitress was poor. It took a long time to order, she did not smile once and after ordering four drinks and four dishes, she presented the bill which already included 12.50% service charge demanding we pay it in full before taking one sip and well before receiving our food! If this is the bar’s policy (very peculiar to pay for food and service before even receiving it!), you should inform customers and explain it in a professional and friendly manner. The food wasn’t even that great. Only worth the views.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r708611677-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
14,BOKAN 38 Bar & 39 Rooftop,4,I guess the main reason for visiting Bokan if you are not staying at the hotel is the spectacular view across the city. That is the reason we went for drinks here and it was very pleasant. It was busy and therefore service at the bar was slow but you do not come here if you are in a hurry so no problem. £10 for two bottles of Peroni seemed reasonable in the circumstances and we enjoyed our drinks and the amazing view.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r703074122-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
15,BOKAN 38 Bar & 39 Rooftop,3,"Ate here with friends from out of town, had been many times for drinks but not to the restaurant. The food was delicious though the portions were quite small and dinner took an hour and a half to arrive so didn't hazard ordering desert.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r710680106-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
16,BOKAN 38 Bar & 39 Rooftop,1,From start to finish the service was so poor it felt surreal.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r773707488-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
17,BOKAN 38 Bar & 39 Rooftop,3,"Went after work last few for couple of drinks - didn't realise until end of the evening a 12.5% service charge was added to every round or drinks that WE ordered at the bar. Then WE took back to our seats?? Can't understand why that was - service is for ""service"" not for someone doing their job/making drinks?? It does not say this anywhere until you have actually paid for your drinks and then it is on the receipt.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r715183063-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
18,BOKAN 38 Bar & 39 Rooftop,5,"Very quiet as it was a Monday night, however it was perfect! Customer service was excellent! A big thank you to the lovely black waiter with the top knot, I didn't get your name, but your lovely VIP treatment was second to none!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r778675954-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
19,BOKAN 38 Bar & 39 Rooftop,4,"Fantastic views over London, day or night. Staff were friendly & efficient. Food was good quality. Definitely worth a visit even if you are not staying at the hotel.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r748446054-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
20,BOKAN 38 Bar & 39 Rooftop,2,"Visited couple of days ago, beautiful view , nice place BUT after taking order we paid bill , then we had to wait 30 minutes for bottle of vine, unacceptable, also had to pay service charge in advance for terrible service .",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r750828066-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
21,BOKAN 38 Bar & 39 Rooftop,5,"We were served by Athina, she made our evening even more special. She's a real professional, despite the unpleasant situation for her and the staff at the next table, she has always been positive and better towards us. Best service. She helped with the choice of wine for our hot dish. She's also attentive. We have always been neglected. We've been your bar&restaurant many times, but it's the best service we've received from Athina! We will definitely come after lockdown!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r776562104-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
22,BOKAN 38 Bar & 39 Rooftop,5,Amazing view and even better cocktails. Thanks to Stefano the cocktail maestro!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r748385648-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
23,BOKAN 38 Bar & 39 Rooftop,5,"Visited here in Sept with my son so that we could experience the views from the bar and we were not disappointed. Staff are courteous and friendly. We ordered a couple of drinks but they also do some light bites that did look really nice. We were pushed for time so ordered a dish of salted mixed nuts to go with our drinks and we then relaxed and took in the views. Would highly recommend this place for a nice drink, great staff and wonderful views across the city.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r717949140-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
24,BOKAN 38 Bar & 39 Rooftop,5,"We loved it! Absolutely fabulous view. Service really nice and polite, food delicious, worthy to visit.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r721787500-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
25,BOKAN 38 Bar & 39 Rooftop,5,Spotted this place whilst staying at neighbouring hotel in the Docklands area and thought we'd give it a go on a Saturday night.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r682132611-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
26,BOKAN 38 Bar & 39 Rooftop,5,"Both bars very nice, decor lovely, views amazing. Will definitately be visiting again. Very friendlubar staff.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r681411884-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
27,BOKAN 38 Bar & 39 Rooftop,4,The place it's situated on the 38th floor of Novotel which gives an amazing view.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r679069080-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
28,BOKAN 38 Bar & 39 Rooftop,5,The atmosphere here was lovely. The view was the best I had seen in London. We were able to see every landmark and the meandering river. Even the bathroom has great views! Cocktails were skilfully made.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r678843352-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
29,BOKAN 38 Bar & 39 Rooftop,4,This place has a real buzz about it and some of the best views in town. Perhaps a wider range of beers would be beneficial but overall well worth a visit!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r677601416-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
30,BOKAN 38 Bar & 39 Rooftop,2,"I ve been for the first time there, nice view but if you want some food at the bar, the best is to order the food first and the the drinks later, cuz it may take a while (in my case took more than 20 mins for some fries), the music is soo loud, it s like u re in a club, you can’t even have a discussion with the friends.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r699695135-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
31,BOKAN 38 Bar & 39 Rooftop,5,"Stunning views from both inside and out. Busy and difficult to get a seat, and definitely not cheap. Two cocktails were almost £25 once service charge had automatically been added - and you order your own drink from the bar so the definition of ‘service’ has been somewhat stretched. However, views really do make up for the cost.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r700661937-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
32,BOKAN 38 Bar & 39 Rooftop,5,"We are staying at the hotel, had lunch here.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r699606818-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
33,BOKAN 38 Bar & 39 Rooftop,4,"Although the menu is somewhat limited, with a choice of only 6 entree & mains, everything we ordered was thoroughly delicious. Plus you really can’t knock the amazing views! 4/5* Recommended #Bokan",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r694224674-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
34,BOKAN 38 Bar & 39 Rooftop,5,"I went on a walk on Sunday evening and was not dressed to visit a Rooftop bar. Suddenly, I passed the bar by hazard - I have seen it before on TripAdvisor but never visited it. So I thought might be good to quickly visit it.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r695571146-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
35,BOKAN 38 Bar & 39 Rooftop,3,Stayed at the Novotel for the fourth time and did not want to go out for a late dinner. So I decided to go to the Bar and have something from the bar menu.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r690181494-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
36,BOKAN 38 Bar & 39 Rooftop,4,"Nice decor, friendly staff, great views, good atmosphere, cocktails were quite expensive and although worth the price for the view and surroundings just weren't to my taste as most of them were Gin based which I know is the 'in' drink but if you're not a fan of gin like me you might be disappointed with the cocktail menu.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r687782962-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
37,BOKAN 38 Bar & 39 Rooftop,4,"I visited the Bar and rooftop for date night last weekend and it was a lovely night. Coco was a fantastic waiter and he made sure my partner and I had a wonderful experience. The vibe was nice and the food was good. The rooftop was a perfect finish. The bar was quite busy but this is expected on a Saturday night. I would recommend and definitely visit again. The view is breath-taking, you really do see the beauty of London at night.!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r685661964-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
38,BOKAN 38 Bar & 39 Rooftop,5,"I absolutely love this place! I make sure I stop by every time when I’m in London. The views are breathtaking, cocktails always different and the staff very friendly. Veny is my favorite- always there with a smile on her face, polite and ready to help you. I can’t wait to be back soon!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r682492047-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
39,BOKAN 38 Bar & 39 Rooftop,5,"I arrived in an evening with friends, the view of London skyline at night is awesome, the service was great and the food hit the spot.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r684542863-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
40,BOKAN 38 Bar & 39 Rooftop,5,"Bokan is a 3 level rooftop bar, with a view over whole London, from the City. The atmosphere is relaxed and cheerful, there is live music and friendly service. The prices are very reasonable and it is just a perfect start for a Friday night!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r742334709-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
41,BOKAN 38 Bar & 39 Rooftop,4,Worth the view. We popped in here for a drink after work. It was a cloudy day but the view was amazing. G&T was £10 which is a bit pricey but probably par for the course in this area,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r713299145-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
42,BOKAN 38 Bar & 39 Rooftop,4,It's obvious most come for the views which are spectacular. The staff are very friendly and pleasant. The security seemed good too as there were a few guys walking around and keeping an eye out. That's crucial especially with a place so high up.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r740082393-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
43,BOKAN 38 Bar & 39 Rooftop,5,"The views to the city with the tower bridge and Shard are amazing, there's also an open terrace and there's a great selection of drinks and snacks to pair the view ;-)",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r719884089-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
44,BOKAN 38 Bar & 39 Rooftop,1,"My wife and I celebrated our 1-year anniversary and booked Bokan, mostly for its lofty and impressive position on the 38th floor of the Novotel hotel in Canary Wharf, London. The view did not disappoint and we could see pretty much the whole of London from up there.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d17415315-r723743170-BOKAN_38_Bar_39_Rooftop-London_England.html,Tripadvisor
45,Bokan 37 Restaurant,5,We visited BOKAN 39 during a girls weekend in London and the bar/drink/service was so great that we didn't feel like leaving the hotel - everything was perfect! The view as absolutely stunning! I would recommend it to everyone!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r533489807-Bokan_37_Restaurant-London_England.html,Tripadvisor
46,Bokan 37 Restaurant,5,"I booked this for my mothers birthday and opted for the bottomless brunch at the weekend. I could not fault the cocktails, food and definitely not the flowing prosecco. Great atmosphere and stunning views. Staff are very friendly and always on hand to help!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r537563457-Bokan_37_Restaurant-London_England.html,Tripadvisor
47,Bokan 37 Restaurant,5,I have tried many bottomless brunches in London and this was one of the best. The views are spectacular with the Thames to your left and O2/Greenwich to your right. There were great choices for food and it was all very tasty. Great Prosecco and service to top it off.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r522965658-Bokan_37_Restaurant-London_England.html,Tripadvisor
48,Bokan 37 Restaurant,5,Worth a visit as an easier to book food with a view than the usual suspects. Modern lounge style with a bar on a split level.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r531397063-Bokan_37_Restaurant-London_England.html,Tripadvisor
49,Bokan 37 Restaurant,1,We booked a table for 9 people at this venue backed by the mighty Novotel brand. I mentioned on a telephone conversation the reason for the booking (birthday celebration for my wife and other friends) and that we were bringing a cake. The person on the phone didn’t make any reference to any “policy” regarding this.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r531209722-Bokan_37_Restaurant-London_England.html,Tripadvisor
50,Bokan 37 Restaurant,4,Went to the bar for an early evening drink the views are stunning the French wine was fine! But unfortunately we had to leave the nice sofa corner and had to go upstairs because the table was reserved! Well upstairs was quite cold outside!!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r531226251-Bokan_37_Restaurant-London_England.html,Tripadvisor
51,Bokan 37 Restaurant,5,"Great place! The atmosphere can take you to the sky! The staff is very friendly, they can make you drunk easily.. The view is unforgettable! Great for drinks and food also!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r534775091-Bokan_37_Restaurant-London_England.html,Tripadvisor
52,Bokan 37 Restaurant,5,Bokan offers sick views across London. Its set on an extremely high floor with the skyscrapers of Canary Wharf at your feet.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r537279465-Bokan_37_Restaurant-London_England.html,Tripadvisor
53,Bokan 37 Restaurant,5,We went to celebrate our anniversary and had been recommended Bokan by a few friends. And we were not disappointed!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r530719374-Bokan_37_Restaurant-London_England.html,Tripadvisor
54,Bokan 37 Restaurant,2,"While there is no doubt Bokan is a well thought out, impressive bar & restaurant, it seems the emphasis is on the initial wow factor and stops there. The service leaves a lot to be desired.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r538156966-Bokan_37_Restaurant-London_England.html,Tripadvisor
55,Bokan 37 Restaurant,3,Bokan,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r537615994-Bokan_37_Restaurant-London_England.html,Tripadvisor
56,Bokan 37 Restaurant,5,"Everything was fab here. The views, the service, the food and drinks, the atmosphere and décor was superb.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r529383501-Bokan_37_Restaurant-London_England.html,Tripadvisor
57,Bokan 37 Restaurant,4,We came here for a pre-dinner drink and settled on one of their cocktails from a varied and interesting list. Both drinks were fab although they were at premium London prices. Great views but only if you book a table in advance!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r529964473-Bokan_37_Restaurant-London_England.html,Tripadvisor
58,Bokan 37 Restaurant,4,Had booked a table last night and were seated by the window with the most amazing views. Wow.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r527770927-Bokan_37_Restaurant-London_England.html,Tripadvisor
59,Bokan 37 Restaurant,5,Almost worthy of a Michelin star. Delicious 7 course taster menu. Modern French food. Amazing views & good service.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r529713647-Bokan_37_Restaurant-London_England.html,Tripadvisor
60,Bokan 37 Restaurant,5,"Came here in the summer this year, had a few drinks and took in the amazing views. It had a rustic casual look and the service was great. Great for watching the sun go down.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r528800407-Bokan_37_Restaurant-London_England.html,Tripadvisor
61,Bokan 37 Restaurant,5,Loved loved loved this rooftop bar !!!! Stayed in a hotel right opposite the Novotel so popped over to their rooftop bar. It was a Saturday and we had no trouble in getting a table outside in the sunshine. The service was quick and the views are amazing !!! Drinks prices we found quite reasonable for London. Would imagine this bar gets very busy on a Friday night when all the business people in Canary Wharf leave work places. I will definitely be returning here :),https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r527186938-Bokan_37_Restaurant-London_England.html,Tripadvisor
62,Bokan 37 Restaurant,5,"Wow. This place was AMAZING. We went for their Sunday Bottomless Brunch (served until 2.30pm) which was £49pp and included all you can drink Prosecco, and 3 delightful courses. I had the scallop carpaccio and my friend had the burrata. Both winners. I then had the Wagyu Burger which was insanely good. And filling! Then the tiramisu wasn't like an ordinary one (which I was thankful of) - mmmm it was TASTY.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r525417480-Bokan_37_Restaurant-London_England.html,Tripadvisor
63,Bokan 37 Restaurant,4,went for drinks. great views of London. best to search around for a place to sit or book table in advance. its in the middle of nowhere and the area is a bit dead at the weekend.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r562946410-Bokan_37_Restaurant-London_England.html,Tripadvisor
64,Bokan 37 Restaurant,4,"This restaurant has a lot going for it. Great views, good food, amazing wine list and very pleasant service.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r522376943-Bokan_37_Restaurant-London_England.html,Tripadvisor
65,Bokan 37 Restaurant,4,We tried their £60 testing menu.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r510833365-Bokan_37_Restaurant-London_England.html,Tripadvisor
66,Bokan 37 Restaurant,5,"The food on the 37th floor was AMAZING! Each one of us had a starter and a main and the portions were so filling that we couldn't fit the dessert in. The best tartare I've ever had, amazing chicken with foie gras and very good wine. The views were amazing and the staff were great. It was my husband's birthday and the staff made it an amazing evening for us.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r520600318-Bokan_37_Restaurant-London_England.html,Tripadvisor
67,Bokan 37 Restaurant,4,"Jazzy Sunday drinks. We are local to the area and have been watching the Novatel get built. We went there on Sunday about 5pm and listened to a Jazz combo while having a bottle of wine and some nibbles. The prices of drinks and food are typical hotel prices, but given the views and music, it was well worth the cost. Best to reserve as this will become quite popular once word gets around. Staff is still learning the ropes, so a little patience is warranted.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r521397978-Bokan_37_Restaurant-London_England.html,Tripadvisor
68,Bokan 37 Restaurant,5,"Took two American friends here. Restaurant table by the window, facing west. Spectacular views. Had the melon gazpacho which was amazing and very different. Chicken with foie gras was very neat and different, very good. The halibut was a little cylinder shape, was very pretty and very good.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r521814513-Bokan_37_Restaurant-London_England.html,Tripadvisor
69,Bokan 37 Restaurant,4,"Very Nice view of Canary Wharf and City, good cocktails but nothing really special. Atmosphere is good, friendly waiters",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r520578695-Bokan_37_Restaurant-London_England.html,Tripadvisor
70,Bokan 37 Restaurant,3,"The views are stunning and it had a nice chilled out atmosphere, with a pretty good mix of people. However the service was disappointing especially as service is added even when you get a drink from the bar. Mistakes were made and we simply ordered a bottle of wine, nothing complicated and the wine wasn't good. At a place like that even the cheaper wines should be decent.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r517759095-Bokan_37_Restaurant-London_England.html,Tripadvisor
71,Bokan 37 Restaurant,2,"Yes the views are amazing, yes the cocktails are good but these mean nothing if the service does not live up to the expectations. Their booking policy for the terrace appears to be simply untruthful and misleading. It's understandable that during good weather it will be busy. What is unacceptable is when you ask them to book they say that the system is blocked. Even if you say that you will call later they say that you cannot book and that you will have to walk in early. You walk in early and surprise surprise, everything is already booked for the day! So basically they will not tell you that they are fully booked and you're lured in by the hope that there will be availability. This might seem like a small detail to some but the lack of decency and honesty are definitely things that will stop me from going to this place again.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r518129283-Bokan_37_Restaurant-London_England.html,Tripadvisor
72,Bokan 37 Restaurant,3,"Will I recommend this restaurant ,I don't think so.Food is ok, but portions are tiny ,and I mean it.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r518173110-Bokan_37_Restaurant-London_England.html,Tripadvisor
73,Bokan 37 Restaurant,4,"Visited the rooftop bar to ""escort"" the sun down behind the city of london...",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r519407802-Bokan_37_Restaurant-London_England.html,Tripadvisor
74,Bokan 37 Restaurant,5,"Situated on the 37-39 floors, this bar and restaurant offers great views and great vibes. Decor modern and cool. Food was presented very well and was very delicious. I had the chicken dish, with the fois grois. It was superb, I also had the halibut a d it was superb as well.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r522883400-Bokan_37_Restaurant-London_England.html,Tripadvisor
75,Bokan 37 Restaurant,5,"Very Nice bar, with good drinks and food. As a guest of Novotel, was surprised with the fancy rooftop bar and it's perfect view of London's skyline.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r517760609-Bokan_37_Restaurant-London_England.html,Tripadvisor
76,Bokan 37 Restaurant,1,"Have been here twice just for coffee but the level of service has been appalling both times. First outing it took ages for someone to come to our table , though the place was quite. When the coffees came they were tepid at best. Next time I tried to order 2 coffees at the bar from one of waiters but he seemed to just look at me as if it was beyond him and pointed to his colleague saying he would make then and then just walked off without telling his colleague. Then I waited and waited and nothing so I gave up. That's a just a coffee God knows what happens when you have a meal there I hate to think.....",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r526510845-Bokan_37_Restaurant-London_England.html,Tripadvisor
77,Bokan 37 Restaurant,4,"Astounding night views across the city and Thames, welcoming staff, loft-style decor. Good looking restaurant. Food is v.good value. Chef knows her stuff with excellent fusion of styles. On this occasion, starter was Scottish venison carpaccio - clever mixture of ingredients (like pomegranate and pear) truly heighten the flavours of the venison. My main was scallops and my friend had the lamb. Lamb looked and must have tasted great as the plate was clean! As with the starter, interesting mix of flavours to bring out the best in the scallops. Most notable was the black pudding accompaniment and purees. Excellent meal.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r536474333-Bokan_37_Restaurant-London_England.html,Tripadvisor
78,Bokan 37 Restaurant,4,I visited Bokan for dinner one night while staying at the Novotel (different review).,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r568388317-Bokan_37_Restaurant-London_England.html,Tripadvisor
